   1.0000000e+00  -8.0000000e-03
   9.9726095e-01  -7.2951977e-03
   9.8907380e-01  -5.2556182e-03
   9.7552826e-01  -2.0953229e-03
   9.5677273e-01   1.8620155e-03
   9.3301270e-01   6.2272128e-03
   9.0450850e-01   1.0596969e-02
   8.7157241e-01   1.4603958e-02
   8.3456530e-01   1.7956996e-02
   7.9389263e-01   2.0464282e-02
   7.5000000e-01   2.2035883e-02
   7.0336832e-01   2.2665937e-02
   6.5450850e-01   2.2399712e-02
   6.0395585e-01   2.1294571e-02
   5.5226423e-01   1.9386024e-02
   5.0000000e-01   1.6669563e-02
   4.4773577e-01   1.3105587e-02
   3.9604415e-01   8.6490018e-03
   3.4549150e-01   3.2981519e-03
   2.9663168e-01  -2.8486929e-03
   2.5000000e-01  -9.5451409e-03
   2.0610737e-01  -1.6373048e-02
   1.6543470e-01  -2.2755865e-02
   1.2842759e-01  -2.8013785e-02
   9.5491503e-02  -3.1455728e-02
   6.6987298e-02  -3.2493548e-02
   4.3227271e-02  -3.0756707e-02
   2.4471742e-02  -2.6183151e-02
   1.0926200e-02  -1.9065051e-02
   2.7390523e-03  -1.0036270e-02
   0.0000000e+00   0.0000000e+00
   2.7390523e-03   1.6321079e-02
   1.0926200e-02   3.2948622e-02
   2.4471742e-02   4.9989590e-02
   4.3227271e-02   6.7279131e-02
   6.6987298e-02   8.4333133e-02
   9.5491503e-02   1.0038265e-01
   1.2842759e-01   1.1448381e-01
   1.6543470e-01   1.2567911e-01
   2.0610737e-01   1.3317405e-01
   2.5000000e-01   1.3648988e-01
   2.9663168e-01   1.3555932e-01
   3.4549150e-01   1.3074527e-01
   3.9604415e-01   1.2278023e-01
   4.4773577e-01   1.1264124e-01
   5.0000000e-01   1.0138820e-01
   5.5226423e-01   8.9999782e-02
   6.0395585e-01   7.9239332e-02
   6.5450850e-01   6.9574638e-02
   7.0336832e-01   6.1162421e-02
   7.5000000e-01   5.3894095e-02
   7.9389263e-01   4.7487127e-02
   8.3456530e-01   4.1598475e-02
   8.7157241e-01   3.5934438e-02
   9.0450850e-01   3.0334558e-02
   9.3301270e-01   2.4814750e-02
   9.5677273e-01   1.9564539e-02
   9.7552826e-01   1.4903064e-02
   9.8907380e-01   1.1206411e-02
   9.9726095e-01   8.8236317e-03
   1.0000000e+00   8.0000000e-03
