   1.0000000e+00   9.0000000e-03
   9.9726095e-01   1.0199421e-02
   9.8907380e-01   1.3651430e-02
   9.7552826e-01   1.8946869e-02
   9.5677273e-01   2.5496311e-02
   9.3301270e-01   3.2648469e-02
   9.0450850e-01   3.9819424e-02
   8.7157241e-01   4.6605026e-02
   8.3456530e-01   5.2851802e-02
   7.9389263e-01   5.8669939e-02
   7.5000000e-01   6.4383857e-02
   7.0336832e-01   7.0429272e-02
   6.5450850e-01   7.7217690e-02
   6.0395585e-01   8.4997341e-02
   5.5226423e-01   9.3741694e-02
   5.0000000e-01   1.0309215e-01
   4.4773577e-01   1.1237088e-01
   3.9604415e-01   1.2066499e-01
   3.4549150e-01   1.2696784e-01
   2.9663168e-01   1.3034972e-01
   2.5000000e-01   1.3012306e-01
   2.0610737e-01   1.2596688e-01
   1.6543470e-01   1.1798331e-01
   1.2842759e-01   1.0667333e-01
   9.5491503e-02   9.2836147e-02
   6.6987298e-02   7.7414014e-02
   4.3227271e-02   6.1316228e-02
   2.4471742e-02   4.5261237e-02
   1.0926200e-02   2.9671497e-02
   2.7390523e-03   1.4643757e-02
   0.0000000e+00   0.0000000e+00
   2.7390523e-03  -1.2205864e-02
   1.0926200e-02  -2.3137585e-02
   2.4471742e-02  -3.1676918e-02
   4.3227271e-02  -3.7073905e-02
   6.6987298e-02  -3.9035237e-02
   9.5491503e-02  -3.7724081e-02
   1.2842759e-01  -3.3678517e-02
   1.6543470e-01  -2.7673810e-02
   2.0610737e-01  -2.0564297e-02
   2.5000000e-01  -1.3141384e-02
   2.9663168e-01  -6.0354965e-03
   3.4549150e-01   3.2506170e-04
   3.9604415e-01   5.7019422e-03
   4.4773577e-01   9.9982411e-03
   5.0000000e-01   1.3197342e-02
   5.5226423e-01   1.5311652e-02
   6.0395585e-01   1.6355943e-02
   6.5450850e-01   1.6348664e-02
   7.0336832e-01   1.5333699e-02
   7.5000000e-01   1.3408143e-02
   7.9389263e-01   1.0740610e-02
   8.3456530e-01   7.5693130e-03
   8.7157241e-01   4.1775258e-03
   9.0450850e-01   8.5292734e-04
   9.3301270e-01  -2.1565027e-03
   9.5677273e-01  -4.6759561e-03
   9.7552826e-01  -6.6163002e-03
   9.8907380e-01  -7.9626895e-03
   9.9726095e-01  -8.7447322e-03
   1.0000000e+00  -9.0000000e-03
