   1.0000000e+00   8.0000000e-03
   9.9726095e-01   9.6153785e-03
   9.8907380e-01   1.4298364e-02
   9.7552826e-01   2.1583814e-02
   9.5677273e-01   3.0773261e-02
   9.3301270e-01   4.1035964e-02
   9.0450850e-01   5.1524974e-02
   8.7157241e-01   6.1488638e-02
   8.3456530e-01   7.0359477e-02
   7.9389263e-01   7.7807005e-02
   7.5000000e-01   8.3748022e-02
   7.0336832e-01   8.8315626e-02
   6.5450850e-01   9.1795306e-02
   6.0395585e-01   9.4541621e-02
   5.5226423e-01   9.6891307e-02
   5.0000000e-01   9.9088011e-02
   4.4773577e-01   1.0123048e-01
   3.9604415e-01   1.0325094e-01
   3.4549150e-01   1.0492441e-01
   2.9663168e-01   1.0590455e-01
   2.5000000e-01   1.0577747e-01
   2.0610737e-01   1.0412305e-01
   1.6543470e-01   1.0057360e-01
   1.2842759e-01   9.4861508e-02
   9.5491503e-02   8.6850704e-02
   6.6987298e-02   7.6550439e-02
   4.3227271e-02   6.4112801e-02
   2.4471742e-02   4.9817704e-02
   1.0926200e-02   3.4049948e-02
   2.7390523e-03   1.7272631e-02
   0.0000000e+00   0.0000000e+00
   2.7390523e-03  -7.1718994e-03
   1.0926200e-02  -1.3985634e-02
   2.4471742e-02  -2.0081971e-02
   4.3227271e-02  -2.5178528e-02
   6.6987298e-02  -2.9087983e-02
   9.5491503e-02  -3.1717726e-02
   1.2842759e-01  -3.3053117e-02
   1.6543470e-01  -3.3130610e-02
   2.0610737e-01  -3.2009479e-02
   2.5000000e-01  -2.9750933e-02
   2.9663168e-01  -2.6411076e-02
   3.4549150e-01  -2.2050056e-02
   3.9604415e-01  -1.6754891e-02
   4.4773577e-01  -1.0669143e-02
   5.0000000e-01  -4.0199255e-03
   5.5226423e-01   2.8675591e-03
   6.0395585e-01   9.5755873e-03
   6.5450850e-01   1.5623010e-02
   7.0336832e-01   2.0516015e-02
   7.5000000e-01   2.3813538e-02
   7.9389263e-01   2.5196402e-02
   8.3456530e-01   2.4527476e-02
   8.7157241e-01   2.1890909e-02
   9.0450850e-01   1.7601547e-02
   9.3301270e-01   1.2180543e-02
   9.5677273e-01   6.2988458e-03
   9.7552826e-01   6.9574152e-04
   9.8907380e-01  -3.9160636e-03
   9.9726095e-01  -6.9448936e-03
   1.0000000e+00  -8.0000000e-03
